condition	seed	template	benchmark	data	instr	baseline_orig	cond_orig	delta_orig	baseline_rep	cond_rep	delta_rep	baseline_pf_orig	cond_pf_orig	baseline_pf_rep	cond_pf_rep
condition-2-es-5k	456	2	belebele	en	en	0.7822	0.7900	+0.0078	0.7822	0.7900	+0.0078	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	belebele	en	es	0.7756	0.7956	+0.0200	0.7756	0.7956	+0.0200	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	belebele	es	en	0.7011	0.7222	+0.0211	0.7011	0.7222	+0.0211	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	belebele	es	es	0.6989	0.7033	+0.0044	0.6989	0.7033	+0.0044	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	belebele	ur	en	0.6144	0.6211	+0.0067	0.6144	0.6211	+0.0067	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	belebele	ur	es	0.5544	0.5922	+0.0378	0.5544	0.5922	+0.0378	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	belebele	zh	en	0.7589	0.7678	+0.0089	0.7589	0.7678	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	belebele	zh	es	0.7367	0.7456	+0.0089	0.7367	0.7456	+0.0089	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	en	en	0.6070	0.6100	+0.0030	0.6070	0.6100	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	en	es	0.6230	0.6210	-0.0020	0.6230	0.6210	-0.0020	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	es	en	0.5170	0.5320	+0.0150	0.5170	0.5320	+0.0150	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	es	es	0.5320	0.5440	+0.0120	0.5320	0.5440	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	ur	en	0.4170	0.4200	+0.0030	0.4170	0.4200	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	ur	es	0.3930	0.4050	+0.0120	0.3930	0.4050	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	zh	en	0.5320	0.5450	+0.0130	0.5320	0.5450	+0.0130	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	csqa	zh	es	0.5100	0.5140	+0.0040	0.5100	0.5140	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	sib200	en	en	0.7206	0.6912	-0.0294	0.7206	0.6912	-0.0294	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	sib200	en	es	0.5343	0.4902	-0.0441	0.5539	0.4902	-0.0637	0.0294	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	sib200	es	en	0.6765	0.6520	-0.0245	0.6765	0.6520	-0.0245	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	sib200	es	es	0.3725	0.4853	+0.1127	0.5147	0.4902	-0.0245	0.1716	0.0049	0.0000	0.0000
condition-2-es-5k	456	2	sib200	ur	en	0.6814	0.6667	-0.0147	0.6814	0.6667	-0.0147	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	sib200	ur	es	0.3725	0.4314	+0.0588	0.6127	0.4755	-0.1373	0.3186	0.0441	0.0147	0.0000
condition-2-es-5k	456	2	sib200	zh	en	0.6961	0.6569	-0.0392	0.6961	0.6569	-0.0392	0.0000	0.0000	0.0000	0.0000
condition-2-es-5k	456	2	sib200	zh	es	0.3725	0.4902	+0.1176	0.5588	0.5098	-0.0490	0.2402	0.0294	0.0098	0.0098
condition-2-es-5k	456	2	xnli	en	en	0.3786	0.3659	-0.0128	0.3786	0.3659	-0.0128	0.0004	0.0008	0.0004	0.0008
condition-2-es-5k	456	2	xnli	en	es	0.3806	0.3890	+0.0084	0.3806	0.3890	+0.0084	0.0034	0.0000	0.0034	0.0000
condition-2-es-5k	456	2	xnli	es	en	0.3661	0.3599	-0.0062	0.3661	0.3599	-0.0062	0.0086	0.0046	0.0086	0.0046
condition-2-es-5k	456	2	xnli	es	es	0.3770	0.3764	-0.0006	0.3770	0.3764	-0.0006	0.0102	0.0006	0.0102	0.0006
condition-2-es-5k	456	2	xnli	ur	en	0.3357	0.3345	-0.0012	0.3357	0.3345	-0.0012	0.0130	0.0080	0.0130	0.0080
condition-2-es-5k	456	2	xnli	ur	es	0.2499	0.4012	+0.1513	0.2499	0.4012	+0.1513	0.3930	0.0008	0.3930	0.0008
condition-2-es-5k	456	2	xnli	zh	en	0.4649	0.4130	-0.0519	0.4649	0.4130	-0.0519	0.0054	0.0008	0.0054	0.0008
condition-2-es-5k	456	2	xnli	zh	es	0.3637	0.3553	-0.0084	0.3637	0.3553	-0.0084	0.0142	0.0030	0.0142	0.0030
condition-2-ur-20k	42	1	belebele	en	en	0.7678	0.7922	+0.0244	0.7678	0.7922	+0.0244	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	belebele	en	ur	0.7411	0.7856	+0.0444	0.7411	0.7856	+0.0444	0.0000	0.0011	0.0000	0.0011
condition-2-ur-20k	42	1	belebele	es	en	0.6911	0.7144	+0.0233	0.6911	0.7144	+0.0233	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	belebele	es	ur	0.6389	0.6889	+0.0500	0.6389	0.6889	+0.0500	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	belebele	ur	en	0.6044	0.6000	-0.0044	0.6044	0.6000	-0.0044	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	belebele	ur	ur	0.5289	0.5000	-0.0289	0.5289	0.5000	-0.0289	0.0044	0.0000	0.0044	0.0000
condition-2-ur-20k	42	1	belebele	zh	en	0.7500	0.7678	+0.0178	0.7500	0.7678	+0.0178	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	belebele	zh	ur	0.7011	0.7500	+0.0489	0.7011	0.7500	+0.0489	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	csqa	en	en	0.6070	0.6170	+0.0100	0.6070	0.6170	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	csqa	en	ur	0.5850	0.6100	+0.0250	0.5850	0.6100	+0.0250	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	csqa	es	en	0.5240	0.5430	+0.0190	0.5240	0.5430	+0.0190	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	csqa	es	ur	0.4730	0.4990	+0.0260	0.4730	0.4990	+0.0260	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	csqa	ur	en	0.4240	0.3740	-0.0500	0.4240	0.3740	-0.0500	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	csqa	ur	ur	0.4040	0.3410	-0.0630	0.4040	0.3410	-0.0630	0.0010	0.0000	0.0010	0.0000
condition-2-ur-20k	42	1	csqa	zh	en	0.5450	0.5490	+0.0040	0.5450	0.5490	+0.0040	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	csqa	zh	ur	0.4810	0.4970	+0.0160	0.4810	0.4970	+0.0160	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	sib200	en	en	0.7549	0.7745	+0.0196	0.7549	0.7647	+0.0098	0.0000	0.0000	0.0000	0.0147
condition-2-ur-20k	42	1	sib200	en	ur	0.3088	0.4951	+0.1863	0.4951	0.3725	-0.1225	0.4510	0.0049	0.0931	0.3676
condition-2-ur-20k	42	1	sib200	es	en	0.7794	0.7794	+0.0000	0.7745	0.7304	-0.0441	0.0000	0.0000	0.0049	0.0588
condition-2-ur-20k	42	1	sib200	es	ur	0.2304	0.4314	+0.2010	0.5343	0.3137	-0.2206	0.6176	0.0049	0.0980	0.4216
condition-2-ur-20k	42	1	sib200	ur	en	0.7402	0.6814	-0.0588	0.7255	0.6569	-0.0686	0.0000	0.0000	0.0147	0.0294
condition-2-ur-20k	42	1	sib200	ur	ur	0.2157	0.2745	+0.0588	0.5735	0.2598	-0.3137	0.5098	0.0049	0.0343	0.1569
condition-2-ur-20k	42	1	sib200	zh	en	0.8039	0.7598	-0.0441	0.7892	0.7304	-0.0588	0.0098	0.0000	0.0196	0.0343
condition-2-ur-20k	42	1	sib200	zh	ur	0.2157	0.5392	+0.3235	0.5294	0.3971	-0.1324	0.6127	0.0049	0.1324	0.4314
condition-2-ur-20k	42	1	xnli	en	en	0.4998	0.5379	+0.0381	0.4998	0.5379	+0.0381	0.0014	0.0000	0.0014	0.0000
condition-2-ur-20k	42	1	xnli	en	ur	0.3816	0.4595	+0.0778	0.3816	0.4595	+0.0778	0.0010	0.0002	0.0008	0.0002
condition-2-ur-20k	42	1	xnli	es	en	0.4525	0.5002	+0.0477	0.4525	0.5002	+0.0477	0.0006	0.0000	0.0006	0.0000
condition-2-ur-20k	42	1	xnli	es	ur	0.3433	0.3673	+0.0240	0.3433	0.3673	+0.0240	0.0010	0.0002	0.0010	0.0002
condition-2-ur-20k	42	1	xnli	ur	en	0.4343	0.4439	+0.0096	0.4343	0.4439	+0.0096	0.0038	0.0000	0.0038	0.0000
condition-2-ur-20k	42	1	xnli	ur	ur	0.3327	0.3337	+0.0010	0.3327	0.3337	+0.0010	0.0038	0.0000	0.0038	0.0000
condition-2-ur-20k	42	1	xnli	zh	en	0.3906	0.4413	+0.0507	0.3906	0.4413	+0.0507	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	1	xnli	zh	ur	0.3345	0.3403	+0.0058	0.3345	0.3403	+0.0058	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	belebele	en	en	0.7822	0.7944	+0.0122	0.7822	0.7944	+0.0122	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	belebele	en	ur	0.7489	0.7844	+0.0356	0.7489	0.7844	+0.0356	0.0000	0.0022	0.0000	0.0022
condition-2-ur-20k	42	2	belebele	es	en	0.7011	0.7300	+0.0289	0.7011	0.7300	+0.0289	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	belebele	es	ur	0.6389	0.6889	+0.0500	0.6389	0.6889	+0.0500	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	belebele	ur	en	0.6144	0.6056	-0.0089	0.6144	0.6056	-0.0089	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	belebele	ur	ur	0.5233	0.4844	-0.0389	0.5233	0.4844	-0.0389	0.0033	0.0000	0.0033	0.0000
condition-2-ur-20k	42	2	belebele	zh	en	0.7589	0.7744	+0.0156	0.7589	0.7744	+0.0156	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	belebele	zh	ur	0.7000	0.7467	+0.0467	0.7000	0.7467	+0.0467	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	csqa	en	en	0.6070	0.6080	+0.0010	0.6070	0.6080	+0.0010	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	csqa	en	ur	0.5790	0.6120	+0.0330	0.5790	0.6120	+0.0330	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	csqa	es	en	0.5170	0.5420	+0.0250	0.5170	0.5420	+0.0250	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	csqa	es	ur	0.4800	0.5020	+0.0220	0.4800	0.5020	+0.0220	0.0000	0.0010	0.0000	0.0010
condition-2-ur-20k	42	2	csqa	ur	en	0.4170	0.3430	-0.0740	0.4170	0.3430	-0.0740	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	csqa	ur	ur	0.3920	0.3520	-0.0400	0.3920	0.3520	-0.0400	0.0010	0.0000	0.0010	0.0000
condition-2-ur-20k	42	2	csqa	zh	en	0.5320	0.5270	-0.0050	0.5320	0.5270	-0.0050	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	csqa	zh	ur	0.4660	0.5070	+0.0410	0.4660	0.5070	+0.0410	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	sib200	en	en	0.7206	0.6912	-0.0294	0.7206	0.6912	-0.0294	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	sib200	en	ur	0.2696	0.7206	+0.4510	0.3971	0.7157	+0.3186	0.3873	0.0588	0.3039	0.0637
condition-2-ur-20k	42	2	sib200	es	en	0.6765	0.6520	-0.0245	0.6765	0.6520	-0.0245	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	sib200	es	ur	0.0980	0.6275	+0.5294	0.3088	0.6127	+0.3039	0.6569	0.0343	0.4510	0.0539
condition-2-ur-20k	42	2	sib200	ur	en	0.6814	0.5980	-0.0833	0.6814	0.5980	-0.0833	0.0000	0.0000	0.0000	0.0000
condition-2-ur-20k	42	2	sib200	ur	ur	0.2059	0.4608	+0.2549	0.5294	0.3382	-0.1912	0.5735	0.0000	0.1275	0.3088
condition-2-ur-20k	42	2	sib200	zh	en	0.6961	0.6618	-0.0343	0.6961	0.6520	-0.0441	0.0000	0.0000	0.0000	0.0098
condition-2-ur-20k	42	2	sib200	zh	ur	0.0931	0.5637	+0.4706	0.3971	0.6176	+0.2206	0.7598	0.2010	0.4020	0.1225
condition-2-ur-20k	42	2	xnli	en	en	0.3786	0.3615	-0.0172	0.3786	0.3615	-0.0172	0.0004	0.0004	0.0004	0.0004
condition-2-ur-20k	42	2	xnli	en	ur	0.2277	0.3415	+0.1138	0.2589	0.3415	+0.0826	0.4289	0.0028	0.3337	0.0028
condition-2-ur-20k	42	2	xnli	es	en	0.3661	0.3687	+0.0026	0.3661	0.3687	+0.0026	0.0086	0.0002	0.0086	0.0002
condition-2-ur-20k	42	2	xnli	es	ur	0.3271	0.3812	+0.0541	0.3319	0.3812	+0.0493	0.1367	0.0022	0.1220	0.0022
condition-2-ur-20k	42	2	xnli	ur	en	0.3357	0.3363	+0.0006	0.3357	0.3363	+0.0006	0.0130	0.0000	0.0130	0.0000
condition-2-ur-20k	42	2	xnli	ur	ur	0.2990	0.3910	+0.0920	0.3228	0.3910	+0.0683	0.1337	0.0004	0.0655	0.0004
condition-2-ur-20k	42	2	xnli	zh	en	0.4649	0.4577	-0.0072	0.4649	0.4577	-0.0072	0.0054	0.0000	0.0054	0.0000
condition-2-ur-20k	42	2	xnli	zh	ur	0.3323	0.4501	+0.1178	0.3341	0.4501	+0.1160	0.0140	0.0006	0.0082	0.0006
condition-2-ur-5k	123	1	belebele	en	en	0.7678	0.7889	+0.0211	0.7678	0.7889	+0.0211	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	belebele	en	ur	0.7411	0.8011	+0.0600	0.7411	0.8011	+0.0600	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	belebele	es	en	0.6911	0.7233	+0.0322	0.6911	0.7233	+0.0322	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	belebele	es	ur	0.6389	0.7211	+0.0822	0.6389	0.7211	+0.0822	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	belebele	ur	en	0.6044	0.6322	+0.0278	0.6044	0.6322	+0.0278	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	belebele	ur	ur	0.5289	0.5733	+0.0444	0.5289	0.5733	+0.0444	0.0044	0.0000	0.0044	0.0000
condition-2-ur-5k	123	1	belebele	zh	en	0.7500	0.7722	+0.0222	0.7500	0.7722	+0.0222	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	belebele	zh	ur	0.7011	0.7578	+0.0567	0.7011	0.7578	+0.0567	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	csqa	en	en	0.6070	0.6090	+0.0020	0.6070	0.6090	+0.0020	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	csqa	en	ur	0.5850	0.6070	+0.0220	0.5850	0.6070	+0.0220	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	csqa	es	en	0.5240	0.5370	+0.0130	0.5240	0.5370	+0.0130	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	csqa	es	ur	0.4730	0.4930	+0.0200	0.4730	0.4930	+0.0200	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	csqa	ur	en	0.4240	0.4030	-0.0210	0.4240	0.4030	-0.0210	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	csqa	ur	ur	0.4040	0.3770	-0.0270	0.4040	0.3770	-0.0270	0.0010	0.0000	0.0010	0.0000
condition-2-ur-5k	123	1	csqa	zh	en	0.5450	0.5610	+0.0160	0.5450	0.5610	+0.0160	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	csqa	zh	ur	0.4810	0.4960	+0.0150	0.4810	0.4960	+0.0150	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	sib200	en	en	0.7549	0.7794	+0.0245	0.7549	0.7647	+0.0098	0.0000	0.0000	0.0000	0.0245
condition-2-ur-5k	123	1	sib200	en	ur	0.3088	0.6667	+0.3578	0.4951	0.6078	+0.1127	0.4510	0.0000	0.0931	0.2451
condition-2-ur-5k	123	1	sib200	es	en	0.7794	0.7647	-0.0147	0.7745	0.7108	-0.0637	0.0000	0.0000	0.0049	0.0637
condition-2-ur-5k	123	1	sib200	es	ur	0.2304	0.6422	+0.4118	0.5343	0.5931	+0.0588	0.6176	0.0049	0.0980	0.2353
condition-2-ur-5k	123	1	sib200	ur	en	0.7402	0.6912	-0.0490	0.7255	0.6667	-0.0588	0.0000	0.0000	0.0147	0.0294
condition-2-ur-5k	123	1	sib200	ur	ur	0.2157	0.4853	+0.2696	0.5735	0.4412	-0.1324	0.5098	0.0000	0.0343	0.2794
condition-2-ur-5k	123	1	sib200	zh	en	0.8039	0.7647	-0.0392	0.7892	0.7402	-0.0490	0.0098	0.0000	0.0196	0.0245
condition-2-ur-5k	123	1	sib200	zh	ur	0.2157	0.7549	+0.5392	0.5294	0.7059	+0.1765	0.6127	0.0000	0.1324	0.1324
condition-2-ur-5k	123	1	xnli	en	en	0.4998	0.5054	+0.0056	0.4998	0.5054	+0.0056	0.0014	0.0000	0.0014	0.0000
condition-2-ur-5k	123	1	xnli	en	ur	0.3816	0.3441	-0.0375	0.3816	0.3441	-0.0375	0.0010	0.0000	0.0008	0.0000
condition-2-ur-5k	123	1	xnli	es	en	0.4525	0.4395	-0.0130	0.4525	0.4395	-0.0130	0.0006	0.0000	0.0006	0.0000
condition-2-ur-5k	123	1	xnli	es	ur	0.3433	0.3373	-0.0060	0.3433	0.3373	-0.0060	0.0010	0.0000	0.0010	0.0000
condition-2-ur-5k	123	1	xnli	ur	en	0.4343	0.3904	-0.0439	0.4343	0.3904	-0.0439	0.0038	0.0000	0.0038	0.0000
condition-2-ur-5k	123	1	xnli	ur	ur	0.3327	0.3351	+0.0024	0.3327	0.3351	+0.0024	0.0038	0.0000	0.0038	0.0000
condition-2-ur-5k	123	1	xnli	zh	en	0.3906	0.3988	+0.0082	0.3906	0.3988	+0.0082	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	1	xnli	zh	ur	0.3345	0.3335	-0.0010	0.3345	0.3335	-0.0010	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	belebele	en	en	0.7822	0.7956	+0.0133	0.7822	0.7956	+0.0133	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	belebele	en	ur	0.7489	0.8111	+0.0622	0.7489	0.8111	+0.0622	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	belebele	es	en	0.7011	0.7356	+0.0344	0.7011	0.7356	+0.0344	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	belebele	es	ur	0.6389	0.7156	+0.0767	0.6389	0.7156	+0.0767	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	belebele	ur	en	0.6144	0.6411	+0.0267	0.6144	0.6411	+0.0267	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	belebele	ur	ur	0.5233	0.5711	+0.0478	0.5233	0.5711	+0.0478	0.0033	0.0000	0.0033	0.0000
condition-2-ur-5k	123	2	belebele	zh	en	0.7589	0.7733	+0.0144	0.7589	0.7733	+0.0144	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	belebele	zh	ur	0.7000	0.7656	+0.0656	0.7000	0.7656	+0.0656	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	csqa	en	en	0.6070	0.6120	+0.0050	0.6070	0.6120	+0.0050	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	csqa	en	ur	0.5790	0.6120	+0.0330	0.5790	0.6120	+0.0330	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	csqa	es	en	0.5170	0.5290	+0.0120	0.5170	0.5290	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	csqa	es	ur	0.4800	0.4970	+0.0170	0.4800	0.4970	+0.0170	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	csqa	ur	en	0.4170	0.3830	-0.0340	0.4170	0.3830	-0.0340	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	csqa	ur	ur	0.3920	0.4070	+0.0150	0.3920	0.4070	+0.0150	0.0010	0.0000	0.0010	0.0000
condition-2-ur-5k	123	2	csqa	zh	en	0.5320	0.5420	+0.0100	0.5320	0.5420	+0.0100	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	csqa	zh	ur	0.4660	0.5030	+0.0370	0.4660	0.5030	+0.0370	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	sib200	en	en	0.7206	0.6863	-0.0343	0.7206	0.6863	-0.0343	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	sib200	en	ur	0.2696	0.7108	+0.4412	0.3971	0.7059	+0.3088	0.3873	0.0539	0.3039	0.0637
condition-2-ur-5k	123	2	sib200	es	en	0.6765	0.6618	-0.0147	0.6765	0.6618	-0.0147	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	sib200	es	ur	0.0980	0.6716	+0.5735	0.3088	0.6618	+0.3529	0.6569	0.0343	0.4510	0.0539
condition-2-ur-5k	123	2	sib200	ur	en	0.6814	0.6765	-0.0049	0.6814	0.6765	-0.0049	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	123	2	sib200	ur	ur	0.2059	0.5294	+0.3235	0.5294	0.4706	-0.0588	0.5735	0.0098	0.1275	0.1618
condition-2-ur-5k	123	2	sib200	zh	en	0.6961	0.6863	-0.0098	0.6961	0.6765	-0.0196	0.0000	0.0000	0.0000	0.0098
condition-2-ur-5k	123	2	sib200	zh	ur	0.0931	0.6961	+0.6029	0.3971	0.6912	+0.2941	0.7598	0.0196	0.4020	0.0245
condition-2-ur-5k	123	2	xnli	en	en	0.3786	0.4387	+0.0601	0.3786	0.4387	+0.0601	0.0004	0.0004	0.0004	0.0004
condition-2-ur-5k	123	2	xnli	en	ur	0.2277	0.3860	+0.1583	0.2589	0.3860	+0.1271	0.4289	0.0008	0.3337	0.0008
condition-2-ur-5k	123	2	xnli	es	en	0.3661	0.4389	+0.0729	0.3661	0.4389	+0.0729	0.0086	0.0008	0.0086	0.0008
condition-2-ur-5k	123	2	xnli	es	ur	0.3271	0.4283	+0.1012	0.3319	0.4283	+0.0964	0.1367	0.0006	0.1220	0.0006
condition-2-ur-5k	123	2	xnli	ur	en	0.3357	0.3569	+0.0212	0.3357	0.3569	+0.0212	0.0130	0.0002	0.0130	0.0002
condition-2-ur-5k	123	2	xnli	ur	ur	0.2990	0.3723	+0.0733	0.3228	0.3723	+0.0495	0.1337	0.0010	0.0655	0.0010
condition-2-ur-5k	123	2	xnli	zh	en	0.4649	0.4954	+0.0305	0.4649	0.4954	+0.0305	0.0054	0.0000	0.0054	0.0000
condition-2-ur-5k	123	2	xnli	zh	ur	0.3323	0.4615	+0.1291	0.3341	0.4615	+0.1273	0.0140	0.0004	0.0082	0.0004
condition-2-ur-5k	42	1	belebele	en	en	0.7678	0.7911	+0.0233	0.7678	0.7911	+0.0233	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	belebele	en	ur	0.7411	0.8056	+0.0644	0.7411	0.8056	+0.0644	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	belebele	es	en	0.6911	0.7289	+0.0378	0.6911	0.7289	+0.0378	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	belebele	es	ur	0.6389	0.7244	+0.0856	0.6389	0.7244	+0.0856	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	belebele	ur	en	0.6044	0.6322	+0.0278	0.6044	0.6322	+0.0278	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	belebele	ur	ur	0.5289	0.5789	+0.0500	0.5289	0.5789	+0.0500	0.0044	0.0000	0.0044	0.0000
condition-2-ur-5k	42	1	belebele	zh	en	0.7500	0.7778	+0.0278	0.7500	0.7778	+0.0278	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	belebele	zh	ur	0.7011	0.7589	+0.0578	0.7011	0.7589	+0.0578	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	csqa	en	en	0.6070	0.6100	+0.0030	0.6070	0.6100	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	csqa	en	ur	0.5850	0.5960	+0.0110	0.5850	0.5960	+0.0110	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	csqa	es	en	0.5240	0.5360	+0.0120	0.5240	0.5360	+0.0120	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	csqa	es	ur	0.4730	0.4840	+0.0110	0.4730	0.4840	+0.0110	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	csqa	ur	en	0.4240	0.4100	-0.0140	0.4240	0.4100	-0.0140	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	csqa	ur	ur	0.4040	0.3530	-0.0510	0.4040	0.3530	-0.0510	0.0010	0.0000	0.0010	0.0000
condition-2-ur-5k	42	1	csqa	zh	en	0.5450	0.5600	+0.0150	0.5450	0.5600	+0.0150	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	csqa	zh	ur	0.4810	0.4840	+0.0030	0.4810	0.4840	+0.0030	0.0000	0.0000	0.0000	0.0000
condition-2-ur-5k	42	1	sib200	en	en	0.7549	0.7843	+0.0294	0.7549	0.7745	+0.0196	0.0000	0.0000	0.0000	0.0147
condition-2-ur-5k	42	1	sib200	en	ur	0.3088	0.6225	+0.3137	0.4951	0.5245	+0.0294	0.4510	0.0049	0.0931	0.3627
condition-2-ur-5k	42	1	sib200	es	en	0.7794	0.7696	-0.0098	0.7745	0.7059	-0.0686	0.0000	0.0000	0.0049	0.0784
condition-2-ur-5k	42	1	sib200	es	ur	0.2304	0.6029	+0.3725	0.5343	0.4951	-0.0392	0.6176	0.0049	0.0980	0.4216
condition-2-ur-5k	42	1	sib200	ur	en	0.7402	0.6912	-0.0490	0.7255	0.6667	-0.0588	0.0000	0.0000	0.0147	0.0343
condition-2-ur-5k	42	1	sib200	ur	ur	0.2157	0.4314	+0.2157	0.5735	0.3824	-0.1912	0.5098	0.0049	0.0343	0.3137
condition-2-ur-5k	42	1	sib200	zh	en	0.8039	0.7647	-0.0392	0.7892	0.7206	-0.0686	0.0098	0.0000	0.0196	0.0490
